"Name","gpqa_main_generative_n_shot/exact_match,flexible-extract","gpqa_main_generative_n_shot/exact_match_stderr,flexible-extract","gsm8k_cot/exact_match,strict-match","gsm8k_cot/exact_match_stderr,strict-match","gsm8k_cot/exact_match,flexible-extract","gsm8k_cot/exact_match_stderr,flexible-extract","gsm8k_cot_llama/exact_match,strict-match","gsm8k_cot_llama/exact_match_stderr,strict-match","gsm8k_cot_llama/exact_match,flexible-extract","gsm8k_cot_llama/exact_match_stderr,flexible-extract","Runtime"
"gpqa_main_generative_n_shot_min_p_0.05_temp_1.6_vllm_meta-llama_Llama-3.2-1B-Instruct","0.23214285714285715","0.019969358575699193","","","","","","","","","85"
"gpqa_main_generative_n_shot_min_p_0.05_temp_1.4_vllm_meta-llama_Llama-3.2-1B-Instruct","0.26785714285714285","0.020945742941635495","","","","","","","","","86"
"gpqa_main_generative_n_shot_min_p_0.05_temp_1.3_vllm_meta-llama_Llama-3.2-1B-Instruct","0.25223214285714285","0.02054139101648798","","","","","","","","","85"
"gpqa_main_generative_n_shot_min_p_0.05_temp_1.2_vllm_meta-llama_Llama-3.2-1B-Instruct","0.24553571428571427","0.02035742845448456","","","","","","","","","86"
"gpqa_main_generative_n_shot_min_p_0.05_temp_1.1_vllm_meta-llama_Llama-3.2-1B-Instruct","0.24776785714285715","0.020419479344751273","","","","","","","","","85"
"gpqa_main_generative_n_shot_min_p_0_temp_1.7_vllm_meta-llama_Llama-3.2-1B-Instruct","0.13839285714285715","0.016332690091522342","","","","","","","","","97"
"gpqa_main_generative_n_shot_min_p_0_temp_1.6_vllm_meta-llama_Llama-3.2-1B-Instruct","0.14955357142857142","0.016868175607503352","","","","","","","","","94"
"gpqa_main_generative_n_shot_min_p_0_temp_1.4_vllm_meta-llama_Llama-3.2-1B-Instruct","0.19419642857142855","0.018710330187041577","","","","","","","","","90"
"gpqa_main_generative_n_shot_min_p_0_temp_1.3_vllm_meta-llama_Llama-3.2-1B-Instruct","0.23883928571428573","0.020166814463956895","","","","","","","","","88"
"gpqa_main_generative_n_shot_min_p_0_temp_1.2_vllm_meta-llama_Llama-3.2-1B-Instruct","0.22767857142857145","0.0198338196436619","","","","","","","","","87"
"gpqa_main_generative_n_shot_min_p_0_temp_1.1_vllm_meta-llama_Llama-3.2-1B-Instruct","0.22991071428571427","0.019901984530139527","","","","","","","","","85"
"gpqa_main_generative_n_shot_top_p_0.95_temp_1_vllm_meta-llama_Llama-3.1-8B-Instruct","0.30580357142857145","0.021792582688756983","","","","","","","","","123"
"gpqa_main_generative_n_shot_top_p_0.95_temp_0.7_vllm_meta-llama_Llama-3.1-8B-Instruct","0.2767857142857143","0.021161749643954845","","","","","","","","","122"
"gpqa_main_generative_n_shot_top_p_0.95_temp_0.5_vllm_meta-llama_Llama-3.1-8B-Instruct","0.31919642857142855","0.022048861164576057","","","","","","","","","121"
"gpqa_main_generative_n_shot_top_p_0.95_temp_0.3_vllm_meta-llama_Llama-3.1-8B-Instruct","0.30357142857142855","0.0217477822329175","","","","","","","","","121"
"gpqa_main_generative_n_shot_min_p_0_temp_1_run_10_vllm_meta-llama_Llama-3.1-8B-Instruct","0.30357142857142855","0.0217477822329175","","","","","","","","","121"
"gpqa_main_generative_n_shot_min_p_0_temp_1_run_9_vllm_meta-llama_Llama-3.1-8B-Instruct","0.30357142857142855","0.0217477822329175","","","","","","","","","122"
"gpqa_main_generative_n_shot_min_p_0_temp_1_run_8_vllm_meta-llama_Llama-3.1-8B-Instruct","0.30357142857142855","0.0217477822329175","","","","","","","","","122"
"gpqa_main_generative_n_shot_min_p_0_temp_1_run_7_vllm_meta-llama_Llama-3.1-8B-Instruct","0.30357142857142855","0.0217477822329175","","","","","","","","","122"
"gpqa_main_generative_n_shot_min_p_0_temp_1_run_6_vllm_meta-llama_Llama-3.1-8B-Instruct","0.30357142857142855","0.0217477822329175","","","","","","","","","122"
"gpqa_main_generative_n_shot_min_p_0_temp_1_run_5_vllm_meta-llama_Llama-3.1-8B-Instruct","0.30357142857142855","0.0217477822329175","","","","","","","","","123"
"gpqa_main_generative_n_shot_min_p_0_temp_1_run_4_vllm_meta-llama_Llama-3.1-8B-Instruct","0.30357142857142855","0.0217477822329175","","","","","","","","","122"
"gpqa_main_generative_n_shot_min_p_0_temp_1_run_3_vllm_meta-llama_Llama-3.1-8B-Instruct","0.30357142857142855","0.0217477822329175","","","","","","","","","123"
"gpqa_main_generative_n_shot_min_p_0_temp_1_run_2_vllm_meta-llama_Llama-3.1-8B-Instruct","0.30357142857142855","0.0217477822329175","","","","","","","","","121"
"gpqa_main_generative_n_shot_min_p_0_temp_1_run_1_vllm_meta-llama_Llama-3.1-8B-Instruct","0.30357142857142855","0.0217477822329175","","","","","","","","","121"
"gpqa_main_generative_n_shot_min_p_0.1_temp_1_run_10_vllm_meta-llama_Llama-3.1-8B-Instruct","0.2924107142857143","0.021514611259928533","","","","","","","","","121"
"gpqa_main_generative_n_shot_min_p_0.1_temp_1_run_9_vllm_meta-llama_Llama-3.1-8B-Instruct","0.2924107142857143","0.021514611259928533","","","","","","","","","122"
"gpqa_main_generative_n_shot_min_p_0.1_temp_1_run_8_vllm_meta-llama_Llama-3.1-8B-Instruct","0.2924107142857143","0.021514611259928533","","","","","","","","","122"
"gpqa_main_generative_n_shot_min_p_0.1_temp_1_run_7_vllm_meta-llama_Llama-3.1-8B-Instruct","0.2924107142857143","0.021514611259928533","","","","","","","","","121"
"gpqa_main_generative_n_shot_min_p_0.1_temp_1_run_6_vllm_meta-llama_Llama-3.1-8B-Instruct","0.2924107142857143","0.021514611259928533","","","","","","","","","122"
"gpqa_main_generative_n_shot_min_p_0.1_temp_1_run_5_vllm_meta-llama_Llama-3.1-8B-Instruct","0.2924107142857143","0.021514611259928533","","","","","","","","","122"
"gpqa_main_generative_n_shot_min_p_0.1_temp_1_run_4_vllm_meta-llama_Llama-3.1-8B-Instruct","0.2924107142857143","0.021514611259928533","","","","","","","","","123"
"gpqa_main_generative_n_shot_min_p_0.1_temp_1_run_3_vllm_meta-llama_Llama-3.1-8B-Instruct","0.2924107142857143","0.021514611259928533","","","","","","","","","123"
"gpqa_main_generative_n_shot_min_p_0.1_temp_1_run_2_vllm_meta-llama_Llama-3.1-8B-Instruct","0.2924107142857143","0.021514611259928533","","","","","","","","","122"
"gpqa_main_generative_n_shot_min_p_0.1_temp_1_run_1_vllm_meta-llama_Llama-3.1-8B-Instruct","0.2924107142857143","0.021514611259928533","","","","","","","","","123"
"gpqa_main_generative_n_shot_min_p_0.1_temp_0.7_run_10_vllm_meta-llama_Llama-3.1-8B-Instruct","0.2924107142857143","0.021514611259928533","","","","","","","","","119"
"gpqa_main_generative_n_shot_min_p_0.1_temp_0.7_run_9_vllm_meta-llama_Llama-3.1-8B-Instruct","0.2924107142857143","0.021514611259928533","","","","","","","","","122"
"gpqa_main_generative_n_shot_min_p_0.1_temp_0.7_run_8_vllm_meta-llama_Llama-3.1-8B-Instruct","0.2924107142857143","0.021514611259928533","","","","","","","","","122"
"gpqa_main_generative_n_shot_min_p_0.1_temp_0.7_run_7_vllm_meta-llama_Llama-3.1-8B-Instruct","0.2924107142857143","0.021514611259928533","","","","","","","","","121"
"gpqa_main_generative_n_shot_min_p_0.1_temp_0.7_run_6_vllm_meta-llama_Llama-3.1-8B-Instruct","0.2924107142857143","0.021514611259928533","","","","","","","","","121"
"gpqa_main_generative_n_shot_min_p_0.1_temp_0.7_run_5_vllm_meta-llama_Llama-3.1-8B-Instruct","0.2924107142857143","0.021514611259928533","","","","","","","","","120"
"gpqa_main_generative_n_shot_min_p_0.1_temp_0.7_run_4_vllm_meta-llama_Llama-3.1-8B-Instruct","0.2924107142857143","0.021514611259928533","","","","","","","","","121"
"gpqa_main_generative_n_shot_min_p_0.1_temp_0.7_run_3_vllm_meta-llama_Llama-3.1-8B-Instruct","0.2924107142857143","0.021514611259928533","","","","","","","","","120"
"gpqa_main_generative_n_shot_min_p_0.1_temp_0.7_run_2_vllm_meta-llama_Llama-3.1-8B-Instruct","0.2924107142857143","0.021514611259928533","","","","","","","","","120"
"gpqa_main_generative_n_shot_min_p_0.1_temp_0.7_run_1_vllm_meta-llama_Llama-3.1-8B-Instruct","0.2924107142857143","0.021514611259928533","","","","","","","","","121"
"gpqa_main_generative_n_shot_min_p_0.1_temp_0.5_run_10_vllm_meta-llama_Llama-3.1-8B-Instruct","0.296875","0.021609729061250887","","","","","","","","","121"
"gpqa_main_generative_n_shot_min_p_0.1_temp_0.5_run_9_vllm_meta-llama_Llama-3.1-8B-Instruct","0.296875","0.021609729061250887","","","","","","","","","121"
"gpqa_main_generative_n_shot_min_p_0.1_temp_0.5_run_8_vllm_meta-llama_Llama-3.1-8B-Instruct","0.296875","0.021609729061250887","","","","","","","","","122"
"gpqa_main_generative_n_shot_min_p_0.1_temp_0.5_run_7_vllm_meta-llama_Llama-3.1-8B-Instruct","0.296875","0.021609729061250887","","","","","","","","","122"
"gpqa_main_generative_n_shot_min_p_0.1_temp_0.5_run_6_vllm_meta-llama_Llama-3.1-8B-Instruct","0.296875","0.021609729061250887","","","","","","","","","122"
"gpqa_main_generative_n_shot_min_p_0.1_temp_0.5_run_5_vllm_meta-llama_Llama-3.1-8B-Instruct","0.296875","0.021609729061250887","","","","","","","","","122"
"gpqa_main_generative_n_shot_min_p_0.1_temp_0.5_run_4_vllm_meta-llama_Llama-3.1-8B-Instruct","0.296875","0.021609729061250887","","","","","","","","","122"
"gpqa_main_generative_n_shot_min_p_0.1_temp_0.5_run_3_vllm_meta-llama_Llama-3.1-8B-Instruct","0.296875","0.021609729061250887","","","","","","","","","120"
"gpqa_main_generative_n_shot_min_p_0.1_temp_0.5_run_2_vllm_meta-llama_Llama-3.1-8B-Instruct","0.296875","0.021609729061250887","","","","","","","","","121"
"gpqa_main_generative_n_shot_min_p_0.1_temp_0.5_run_1_vllm_meta-llama_Llama-3.1-8B-Instruct","0.296875","0.021609729061250887","","","","","","","","","121"
"gpqa_main_generative_n_shot_min_p_0.1_temp_0.3_run_10_vllm_meta-llama_Llama-3.1-8B-Instruct","0.3013392857142857","0.02170237569854563","","","","","","","","","119"
"gpqa_main_generative_n_shot_min_p_0.1_temp_0.3_run_9_vllm_meta-llama_Llama-3.1-8B-Instruct","0.3013392857142857","0.02170237569854563","","","","","","","","","119"
"gpqa_main_generative_n_shot_min_p_0.1_temp_0.3_run_8_vllm_meta-llama_Llama-3.1-8B-Instruct","0.3013392857142857","0.02170237569854563","","","","","","","","","120"
"gpqa_main_generative_n_shot_min_p_0.1_temp_0.3_run_7_vllm_meta-llama_Llama-3.1-8B-Instruct","0.3013392857142857","0.02170237569854563","","","","","","","","","120"
"gpqa_main_generative_n_shot_min_p_0.1_temp_0.3_run_6_vllm_meta-llama_Llama-3.1-8B-Instruct","0.3013392857142857","0.02170237569854563","","","","","","","","","120"
"gpqa_main_generative_n_shot_min_p_0.1_temp_0.3_run_5_vllm_meta-llama_Llama-3.1-8B-Instruct","0.3013392857142857","0.02170237569854563","","","","","","","","","121"
"gpqa_main_generative_n_shot_min_p_0.1_temp_0.3_run_4_vllm_meta-llama_Llama-3.1-8B-Instruct","0.3013392857142857","0.02170237569854563","","","","","","","","","120"
"gpqa_main_generative_n_shot_min_p_0.1_temp_0.3_run_3_vllm_meta-llama_Llama-3.1-8B-Instruct","0.3013392857142857","0.02170237569854563","","","","","","","","","120"
"gpqa_main_generative_n_shot_min_p_0.1_temp_0.3_run_2_vllm_meta-llama_Llama-3.1-8B-Instruct","0.3013392857142857","0.02170237569854563","","","","","","","","","120"
"gpqa_main_generative_n_shot_min_p_0.1_temp_0.3_run_1_vllm_meta-llama_Llama-3.1-8B-Instruct","0.3013392857142857","0.02170237569854563","","","","","","","","","121"
"gpqa_main_generative_n_shot_min_p_0.05_temp_1_run_10_vllm_meta-llama_Llama-3.1-8B-Instruct","0.28348214285714285","0.02131682898726214","","","","","","","","","122"
"gpqa_main_generative_n_shot_min_p_0.05_temp_1_run_9_vllm_meta-llama_Llama-3.1-8B-Instruct","0.28348214285714285","0.02131682898726214","","","","","","","","","121"
"gpqa_main_generative_n_shot_min_p_0.05_temp_1_run_8_vllm_meta-llama_Llama-3.1-8B-Instruct","0.28348214285714285","0.02131682898726214","","","","","","","","","121"
"gpqa_main_generative_n_shot_min_p_0.05_temp_1_run_7_vllm_meta-llama_Llama-3.1-8B-Instruct","0.28348214285714285","0.02131682898726214","","","","","","","","","122"
"gpqa_main_generative_n_shot_min_p_0.05_temp_1_run_6_vllm_meta-llama_Llama-3.1-8B-Instruct","0.28348214285714285","0.02131682898726214","","","","","","","","","122"
"gpqa_main_generative_n_shot_min_p_0.05_temp_1_run_5_vllm_meta-llama_Llama-3.1-8B-Instruct","0.28348214285714285","0.02131682898726214","","","","","","","","","122"
"gpqa_main_generative_n_shot_min_p_0.05_temp_1_run_4_vllm_meta-llama_Llama-3.1-8B-Instruct","0.28348214285714285","0.02131682898726214","","","","","","","","","122"
"gpqa_main_generative_n_shot_min_p_0.05_temp_1_run_3_vllm_meta-llama_Llama-3.1-8B-Instruct","0.28348214285714285","0.02131682898726214","","","","","","","","","122"
"gpqa_main_generative_n_shot_min_p_0.05_temp_1_run_2_vllm_meta-llama_Llama-3.1-8B-Instruct","0.28348214285714285","0.02131682898726214","","","","","","","","","122"
"gpqa_main_generative_n_shot_min_p_0.05_temp_1_run_1_vllm_meta-llama_Llama-3.1-8B-Instruct","0.28348214285714285","0.02131682898726214","","","","","","","","","121"
"gpqa_main_generative_n_shot_min_p_0.05_temp_0.7_run_10_vllm_meta-llama_Llama-3.1-8B-Instruct","0.3080357142857143","0.021836780796366417","","","","","","","","","120"
"gpqa_main_generative_n_shot_min_p_0.05_temp_0.7_run_9_vllm_meta-llama_Llama-3.1-8B-Instruct","0.3080357142857143","0.021836780796366417","","","","","","","","","120"
"gpqa_main_generative_n_shot_min_p_0.05_temp_0.7_run_8_vllm_meta-llama_Llama-3.1-8B-Instruct","0.3080357142857143","0.021836780796366417","","","","","","","","","120"
"gpqa_main_generative_n_shot_min_p_0.05_temp_0.7_run_7_vllm_meta-llama_Llama-3.1-8B-Instruct","0.3080357142857143","0.021836780796366417","","","","","","","","","120"
"gpqa_main_generative_n_shot_min_p_0.05_temp_0.7_run_6_vllm_meta-llama_Llama-3.1-8B-Instruct","0.3080357142857143","0.021836780796366417","","","","","","","","","121"
"gpqa_main_generative_n_shot_min_p_0.05_temp_0.7_run_5_vllm_meta-llama_Llama-3.1-8B-Instruct","0.3080357142857143","0.021836780796366417","","","","","","","","","120"
"gpqa_main_generative_n_shot_min_p_0.05_temp_0.7_run_4_vllm_meta-llama_Llama-3.1-8B-Instruct","0.3080357142857143","0.021836780796366417","","","","","","","","","121"
"gpqa_main_generative_n_shot_min_p_0.05_temp_0.7_run_3_vllm_meta-llama_Llama-3.1-8B-Instruct","0.3080357142857143","0.021836780796366417","","","","","","","","","119"
"gpqa_main_generative_n_shot_min_p_0.05_temp_0.7_run_2_vllm_meta-llama_Llama-3.1-8B-Instruct","0.3080357142857143","0.021836780796366417","","","","","","","","","121"
"gpqa_main_generative_n_shot_min_p_0.05_temp_0.7_run_1_vllm_meta-llama_Llama-3.1-8B-Instruct","0.3080357142857143","0.021836780796366417","","","","","","","","","119"
"gpqa_main_generative_n_shot_min_p_0.05_temp_0.5_run_10_vllm_meta-llama_Llama-3.1-8B-Instruct","0.3169642857142857","0.022007621584824805","","","","","","","","","122"
"gpqa_main_generative_n_shot_min_p_0.05_temp_0.5_run_9_vllm_meta-llama_Llama-3.1-8B-Instruct","0.3169642857142857","0.022007621584824805","","","","","","","","","121"
"gpqa_main_generative_n_shot_min_p_0.05_temp_0.5_run_8_vllm_meta-llama_Llama-3.1-8B-Instruct","0.3169642857142857","0.022007621584824805","","","","","","","","","121"
"gpqa_main_generative_n_shot_min_p_0.05_temp_0.5_run_7_vllm_meta-llama_Llama-3.1-8B-Instruct","0.3169642857142857","0.022007621584824805","","","","","","","","","121"
"gpqa_main_generative_n_shot_min_p_0.05_temp_0.5_run_6_vllm_meta-llama_Llama-3.1-8B-Instruct","0.3169642857142857","0.022007621584824805","","","","","","","","","121"
"gpqa_main_generative_n_shot_min_p_0.05_temp_0.5_run_5_vllm_meta-llama_Llama-3.1-8B-Instruct","0.3169642857142857","0.022007621584824805","","","","","","","","","121"
"gpqa_main_generative_n_shot_min_p_0.05_temp_0.5_run_4_vllm_meta-llama_Llama-3.1-8B-Instruct","0.3169642857142857","0.022007621584824805","","","","","","","","","120"
"gpqa_main_generative_n_shot_min_p_0.05_temp_0.5_run_3_vllm_meta-llama_Llama-3.1-8B-Instruct","0.3169642857142857","0.022007621584824805","","","","","","","","","121"
"gpqa_main_generative_n_shot_min_p_0.05_temp_0.5_run_2_vllm_meta-llama_Llama-3.1-8B-Instruct","0.3169642857142857","0.022007621584824805","","","","","","","","","121"
"gpqa_main_generative_n_shot_min_p_0.05_temp_0.5_run_1_vllm_meta-llama_Llama-3.1-8B-Instruct","0.3169642857142857","0.022007621584824805","","","","","","","","","121"
"gpqa_main_generative_n_shot_min_p_0.05_temp_0.3_run_10_vllm_meta-llama_Llama-3.1-8B-Instruct","0.3013392857142857","0.02170237569854563","","","","","","","","","118"
"gpqa_main_generative_n_shot_min_p_0.05_temp_0.3_run_9_vllm_meta-llama_Llama-3.1-8B-Instruct","0.3013392857142857","0.02170237569854563","","","","","","","","","118"
"gpqa_main_generative_n_shot_min_p_0.05_temp_0.3_run_8_vllm_meta-llama_Llama-3.1-8B-Instruct","0.3013392857142857","0.02170237569854563","","","","","","","","","118"
"gpqa_main_generative_n_shot_min_p_0.05_temp_0.3_run_7_vllm_meta-llama_Llama-3.1-8B-Instruct","0.3013392857142857","0.02170237569854563","","","","","","","","","118"
"gpqa_main_generative_n_shot_min_p_0.05_temp_0.3_run_6_vllm_meta-llama_Llama-3.1-8B-Instruct","0.3013392857142857","0.02170237569854563","","","","","","","","","118"
"gpqa_main_generative_n_shot_min_p_0.05_temp_0.3_run_5_vllm_meta-llama_Llama-3.1-8B-Instruct","0.3013392857142857","0.02170237569854563","","","","","","","","","119"
"gpqa_main_generative_n_shot_min_p_0.05_temp_0.3_run_4_vllm_meta-llama_Llama-3.1-8B-Instruct","0.3013392857142857","0.02170237569854563","","","","","","","","","122"
"gpqa_main_generative_n_shot_min_p_0.05_temp_0.3_run_3_vllm_meta-llama_Llama-3.1-8B-Instruct","0.3013392857142857","0.02170237569854563","","","","","","","","","120"
"gpqa_main_generative_n_shot_min_p_0.05_temp_0.3_run_2_vllm_meta-llama_Llama-3.1-8B-Instruct","0.3013392857142857","0.02170237569854563","","","","","","","","","120"
"gpqa_main_generative_n_shot_min_p_0.05_temp_0.3_run_1_vllm_meta-llama_Llama-3.1-8B-Instruct","0.3013392857142857","0.02170237569854563","","","","","","","","","118"
"gpqa_main_generative_n_shot_top_p_0.95_temp_0.3_vllm_meta-llama_Llama-3.1-8B-Instruct","","","","","","","","","","","73"
"gpqa_main_generative_n_shot_top_p_0.95_temp_5_vllm_meta-llama_Llama-3.1-8B-Instruct","0.029017857142857144","0.007939342343352635","","","","","","","","","157"
"gpqa_main_generative_n_shot_top_p_0.95_temp_4_vllm_meta-llama_Llama-3.1-8B-Instruct","0.029017857142857144","0.007939342343352635","","","","","","","","","156"
"gpqa_main_generative_n_shot_top_p_0.95_temp_3_vllm_meta-llama_Llama-3.1-8B-Instruct","0.026785714285714284","0.007636636028662762","","","","","","","","","156"
"gpqa_main_generative_n_shot_top_p_0.95_temp_2_vllm_meta-llama_Llama-3.1-8B-Instruct","0.10044642857142858","0.014217623336210836","","","","","","","","","156"
"gpqa_main_generative_n_shot_top_p_0.95_temp_1.5_vllm_meta-llama_Llama-3.1-8B-Instruct","0.25669642857142855","0.020660425491724695","","","","","","","","","133"
"gpqa_main_generative_n_shot_top_p_0.95_temp_1_vllm_meta-llama_Llama-3.1-8B-Instruct","0.30580357142857145","0.021792582688756983","","","","","","","","","125"
"gpqa_main_generative_n_shot_top_p_0.95_temp_0.7_vllm_meta-llama_Llama-3.1-8B-Instruct","0.2767857142857143","0.021161749643954845","","","","","","","","","125"
"gpqa_main_generative_n_shot_top_p_0.95_temp_0.5_vllm_meta-llama_Llama-3.1-8B-Instruct","0.31919642857142855","0.022048861164576057","","","","","","","","","122"
"gpqa_main_generative_n_shot_top_p_0.95_temp_0.3_vllm_meta-llama_Llama-3.1-8B-Instruct","0.30357142857142855","0.0217477822329175","","","","","","","","","123"
"gpqa_main_generative_n_shot_top_p_0.9_temp_5_vllm_meta-llama_Llama-3.1-8B-Instruct","0.029017857142857144","0.007939342343352635","","","","","","","","","159"
"gpqa_main_generative_n_shot_top_p_0.9_temp_4_vllm_meta-llama_Llama-3.1-8B-Instruct","0.024553571428571428","0.007319902316965639","","","","","","","","","156"
"gpqa_main_generative_n_shot_top_p_0.9_temp_3_vllm_meta-llama_Llama-3.1-8B-Instruct","0.024553571428571428","0.007319902316965639","","","","","","","","","157"
"gpqa_main_generative_n_shot_top_p_0.9_temp_2_vllm_meta-llama_Llama-3.1-8B-Instruct","0.09375","0.013786559085188586","","","","","","","","","154"
"gpqa_main_generative_n_shot_top_p_0.9_temp_1.5_vllm_meta-llama_Llama-3.1-8B-Instruct","0.24553571428571427","0.020357428454484572","","","","","","","","","131"
"gpqa_main_generative_n_shot_top_p_0.9_temp_1_vllm_meta-llama_Llama-3.1-8B-Instruct","0.28794642857142855","0.021416989369571832","","","","","","","","","122"
"gpqa_main_generative_n_shot_top_p_0.9_temp_0.7_vllm_meta-llama_Llama-3.1-8B-Instruct","0.3080357142857143","0.021836780796366417","","","","","","","","","120"
"gpqa_main_generative_n_shot_top_p_0.9_temp_0.5_vllm_meta-llama_Llama-3.1-8B-Instruct","0.296875","0.021609729061250887","","","","","","","","","121"
"gpqa_main_generative_n_shot_top_p_0.9_temp_0.3_vllm_meta-llama_Llama-3.1-8B-Instruct","0.2857142857142857","0.02136722869983604","","","","","","","","","122"
"gpqa_main_generative_n_shot_top_p_0.95_temp_5_vllm_meta-llama_Llama-3.2-3B-Instruct","0.017857142857142856","0.006263824139841409","","","","","","","","","127"
"gpqa_main_generative_n_shot_top_p_0.95_temp_4_vllm_meta-llama_Llama-3.2-3B-Instruct","0.017857142857142856","0.006263824139841408","","","","","","","","","127"
"gpqa_main_generative_n_shot_top_p_0.95_temp_3_vllm_meta-llama_Llama-3.2-3B-Instruct","0.03125","0.008229569305982462","","","","","","","","","126"
"gpqa_main_generative_n_shot_top_p_0.95_temp_2_vllm_meta-llama_Llama-3.2-3B-Instruct","0.05580357142857143","0.010856964367035827","","","","","","","","","127"
"gpqa_main_generative_n_shot_top_p_0.95_temp_1.5_vllm_meta-llama_Llama-3.2-3B-Instruct","0.22991071428571427","0.01990198453013952","","","","","","","","","108"
"gpqa_main_generative_n_shot_top_p_0.95_temp_1_vllm_meta-llama_Llama-3.2-3B-Instruct","0.29464285714285715","0.021562481080109757","","","","","","","","","103"
"gpqa_main_generative_n_shot_top_p_0.95_temp_0.7_vllm_meta-llama_Llama-3.2-3B-Instruct","0.2767857142857143","0.02116174964395485","","","","","","","","","103"
"gpqa_main_generative_n_shot_top_p_0.95_temp_0.5_vllm_meta-llama_Llama-3.2-3B-Instruct","0.27232142857142855","0.02105508212932417","","","","","","","","","103"
"gpqa_main_generative_n_shot_top_p_0.95_temp_0.3_vllm_meta-llama_Llama-3.2-3B-Instruct","0.28794642857142855","0.02141698936957185","","","","","","","","","103"
"gpqa_main_generative_n_shot_top_p_0.9_temp_5_vllm_meta-llama_Llama-3.2-3B-Instruct","0.017857142857142856","0.006263824139841408","","","","","","","","","126"
"gpqa_main_generative_n_shot_top_p_0.9_temp_4_vllm_meta-llama_Llama-3.2-3B-Instruct","0.022321428571428572","0.00698723386841316","","","","","","","","","126"
"gpqa_main_generative_n_shot_top_p_0.9_temp_3_vllm_meta-llama_Llama-3.2-3B-Instruct","0.026785714285714284","0.007636636028662739","","","","","","","","","126"
"gpqa_main_generative_n_shot_top_p_0.9_temp_2_vllm_meta-llama_Llama-3.2-3B-Instruct","0.09821428571428573","0.014076194049424088","","","","","","","","","124"
"gpqa_main_generative_n_shot_top_p_0.9_temp_1.5_vllm_meta-llama_Llama-3.2-3B-Instruct","0.2544642857142857","0.02060126475832285","","","","","","","","","108"
"gpqa_main_generative_n_shot_top_p_0.9_temp_1_vllm_meta-llama_Llama-3.2-3B-Instruct","0.30357142857142855","0.0217477822329175","","","","","","","","","105"
"gpqa_main_generative_n_shot_top_p_0.9_temp_0.7_vllm_meta-llama_Llama-3.2-3B-Instruct","0.28794642857142855","0.02141698936957183","","","","","","","","","104"
"gpqa_main_generative_n_shot_top_p_0.9_temp_0.5_vllm_meta-llama_Llama-3.2-3B-Instruct","0.2767857142857143","0.021161749643954855","","","","","","","","","103"
"gpqa_main_generative_n_shot_top_p_0.9_temp_0.3_vllm_meta-llama_Llama-3.2-3B-Instruct","0.29464285714285715","0.021562481080109736","","","","","","","","","104"
"gpqa_main_generative_n_shot_top_p_0.95_temp_5_vllm_meta-llama_Llama-3.2-1B-Instruct","0.029017857142857144","0.007939342343352638","","","","","","","","","105"
"gpqa_main_generative_n_shot_top_p_0.95_temp_4_vllm_meta-llama_Llama-3.2-1B-Instruct","0.024553571428571428","0.007319902316965631","","","","","","","","","106"
"gpqa_main_generative_n_shot_top_p_0.95_temp_3_vllm_meta-llama_Llama-3.2-1B-Instruct","0.026785714285714284","0.007636636028662749","","","","","","","","","106"
"gpqa_main_generative_n_shot_top_p_0.95_temp_2_vllm_meta-llama_Llama-3.2-1B-Instruct","0.060267857142857144","0.0112561832411982","","","","","","","","","105"
"gpqa_main_generative_n_shot_top_p_0.95_temp_1.5_vllm_meta-llama_Llama-3.2-1B-Instruct","0.19642857142857145","0.01879147241952425","","","","","","","","","92"
"gpqa_main_generative_n_shot_top_p_0.95_temp_1_vllm_meta-llama_Llama-3.2-1B-Instruct","0.25669642857142855","0.0206604254917247","","","","","","","","","87"
"gpqa_main_generative_n_shot_top_p_0.95_temp_0.7_vllm_meta-llama_Llama-3.2-1B-Instruct","0.265625","0.02089005840079951","","","","","","","","","86"
"gpqa_main_generative_n_shot_top_p_0.95_temp_0.5_vllm_meta-llama_Llama-3.2-1B-Instruct","0.26339285714285715","0.020833690016578588","","","","","","","","","86"
"gpqa_main_generative_n_shot_top_p_0.95_temp_0.3_vllm_meta-llama_Llama-3.2-1B-Instruct","0.2924107142857143","0.021514611259928533","","","","","","","","","86"
"gpqa_main_generative_n_shot_top_p_0.9_temp_5_vllm_meta-llama_Llama-3.2-1B-Instruct","0.022321428571428572","0.00698723386841316","","","","","","","","","106"
"gpqa_main_generative_n_shot_top_p_0.9_temp_4_vllm_meta-llama_Llama-3.2-1B-Instruct","0.020089285714285716","0.006636234733658356","","","","","","","","","105"
"gpqa_main_generative_n_shot_top_p_0.9_temp_3_vllm_meta-llama_Llama-3.2-1B-Instruct","0.026785714285714284","0.007636636028662749","","","","","","","","","105"
"gpqa_main_generative_n_shot_top_p_0.9_temp_2_vllm_meta-llama_Llama-3.2-1B-Instruct","0.03571428571428571","0.008777484862703981","","","","","","","","","103"
"gpqa_main_generative_n_shot_top_p_0.9_temp_1.5_vllm_meta-llama_Llama-3.2-1B-Instruct","0.1875","0.0184611418495515","","","","","","","","","90"
"gpqa_main_generative_n_shot_top_p_0.9_temp_1_vllm_meta-llama_Llama-3.2-1B-Instruct","0.2544642857142857","0.02060126475832285","","","","","","","","","86"
"gpqa_main_generative_n_shot_top_p_0.9_temp_0.7_vllm_meta-llama_Llama-3.2-1B-Instruct","0.2767857142857143","0.021161749643954845","","","","","","","","","86"
